Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2018,12,26,03:23:54,-16.3776,167.894,35,5.1,"58km ESE of Lakatoro, Vanuatu",1545794634
2018,12,26,02:39:50,-6.0286,148.5029,61.2,4.6,"94km NE of Finschhafen, Papua New Guinea",1545791990
2018,12,26,01:09:33,-5.8133,128.8215,261.1,4.2,"242km SSE of Amahusu, Indonesia",1545786573
2018,12,25,23:31:19,4.6589,125.7711,175.8,4.2,"89km SSE of Sarangani, Philippines",1545780679
2018,12,25,22:55:27,-1.1949,97.0391,10,4.4,"217km W of Sikabaluan, Indonesia",1545778527
2018,12,25,20:36:09,-1.3269,119.8171,10,4.4,"48km S of Palu, Indonesia",1545770169
2018,12,25,16:07:36,5.4785,125.4344,170.2,4.6,"8km NNW of Sarangani, Philippines",1545754056
2018,12,25,15:43:46,-7.1843,156.2843,26.2,4.7,"66km SSW of Chirovanga, Solomon Islands",1545752626
2018,12,25,14:12:54,-5.4,151.8286,50.6,4.4,"125km SSW of Kokopo, Papua New Guinea",1545747174
2018,12,25,12:53:54,-16.187,167.9304,10,4.6,"55km E of Lakatoro, Vanuatu",1545742434
2018,12,25,11:16:31,2.5525,128.8697,214.4,4,"132km NE of Tobelo, Indonesia",1545736591
2018,12,25,07:18:23,1.1186,126.4533,35,5.4,"108km WNW of Kota Ternate, Indonesia",1545722303
2018,12,25,05:22:15,3.783,127.8899,97.7,4.3,"227km N of Tobelo, Indonesia",1545715335
2018,12,25,02:37:13,-7.8396,156.5346,35,4.8,"44km NW of Gizo, Solomon Islands",1545705433
2018,12,24,23:20:01,19.2308,145.4668,171.3,4.4,"55km NNW of Agrihan, Northern Mariana Islands",1545693601
2018,12,24,22:45:07,-6.2211,130.3355,134.4,4.5,"219km NNW of Saumlaki, Indonesia",1545691507
2018,12,24,21:50:21,1.5491,126.572,54.9,4.6,"122km NW of Kota Ternate, Indonesia",1545688221
2018,12,24,21:43:48,-5.5685,150.2149,108.8,4.8,"8km ESE of Kimbe, Papua New Guinea",1545687828
2018,12,24,19:48:58,-6.0258,149.7612,45.4,4.3,"31km NE of Kandrian, Papua New Guinea",1545680938
2018,12,24,17:04:21,-18.8173,169.2388,212.7,4.4,"81km N of Isangel, Vanuatu",1545671061
2018,12,24,15:54:16,-5.2465,151.9664,45.8,4.6,"104km SSW of Kokopo, Papua New Guinea",1545666856
2018,12,24,14:43:59,9.776,123.2357,35,4.7,"9km E of Tinaogan, Philippines",1545662639
2018,12,24,08:50:45,-7.4238,128.5829,151.4,4.5,"Kepulauan Barat Daya, Indonesia",1545641445
2018,12,24,08:45:31,-5.3884,146.4037,176.5,4.3,"69km ESE of Madang, Papua New Guinea",1545641131
2018,12,23,23:41:40,5.036,95.9323,28.9,4.2,"38km S of Sigli, Indonesia",1545608500
2018,12,23,23:32:48,-16.225,168.1286,10,4.4,"77km E of Lakatoro, Vanuatu",1545607968
2018,12,23,23:03:23,-6.2054,127.6882,394.4,4.2,"278km S of Amahusu, Indonesia",1545606203
2018,12,23,20:29:41,-16.094,168.203,10,4.7,"84km E of Lakatoro, Vanuatu",1545596981
2018,12,23,16:47:51,19.081,145.792,158.2,4.3,"37km NNE of Agrihan, Northern Mariana Islands",1545583671
2018,12,23,15:57:55,-22.1202,169.5797,10,4.3,"186km ESE of Tadine, New Caledonia",1545580675
2018,12,23,14:48:30,-5.6427,152.1763,10,4.4,"143km S of Kokopo, Papua New Guinea",1545576510
2018,12,23,14:03:56,-0.4765,99.732,98,5,"23km WSW of Tiku, Indonesia",1545573836
2018,12,23,12:44:44,13.7643,144.5622,142.8,3.9,"36km NNW of Asan-Maina Village, Guam",1545569084
2018,12,23,10:09:20,-22.1028,169.2936,10,5.3,"158km ESE of Tadine, New Caledonia",1545559760
2018,12,23,06:04:21,-21.9628,169.1538,10,4.9,"139km ESE of Tadine, New Caledonia",1545545061
2018,12,23,05:39:55,-13.3543,166.6382,35,4.2,"114km WNW of Sola, Vanuatu",1545543595
2018,12,23,02:49:14,-18.9071,169.1802,232.2,4.5,"71km N of Isangel, Vanuatu",1545533354
2018,12,22,23:59:49,-8.474,116.1272,10,3.8,"7km SSE of Karangsubagan, Indonesia",1545523189
2018,12,22,23:06:31,-7.4351,129.1648,128.1,4,"244km WNW of Saumlaki, Indonesia",1545519991
2018,12,22,21:46:35,-0.3399,99.2254,67.1,4.9,"77km W of Tiku, Indonesia",1545515195
2018,12,22,19:39:05,-7.1392,125.8409,496.8,4.1,"159km N of Dili, East Timor",1545507545
2018,12,22,16:13:29,0.5568,121.7622,101.5,4.6,"21km E of Lemito, Indonesia",1545495209
2018,12,22,14:25:01,-13.4,166.8151,42,6,"95km NW of Sola, Vanuatu",1545488701
2018,12,22,07:36:52,-5.3041,152.7014,10,4.7,"99km SSW of Taron, Papua New Guinea",1545464212
2018,12,22,06:07:49,2.8446,126.0423,65.3,4.6,"181km NNE of Bitung, Indonesia",1545458869
2018,12,22,04:36:14,-5.4896,152.777,10,4.4,"116km SSW of Taron, Papua New Guinea",1545453374
2018,12,21,23:12:04,-3.4779,152.0412,348.4,5,"48km WNW of Namatanai, Papua New Guinea",1545433924
2018,12,21,22:24:34,-16.2254,167.8357,10,5,"46km ESE of Lakatoro, Vanuatu",1545431074
2018,12,21,17:27:46,-5.5373,151.9846,40.7,4.4,"134km SSW of Kokopo, Papua New Guinea",1545413266
2018,12,21,14:45:21,-2.8395,138.3318,10,4.7,"250km ENE of Enarotali, Indonesia",1545403521
2018,12,21,13:29:58,-4.5927,143.6922,97.3,4.8,"71km SW of Angoram, Papua New Guinea",1545398998
2018,12,21,12:26:05,-5.4869,152.1074,23.7,5.3,"126km S of Kokopo, Papua New Guinea",1545395165
2018,12,21,10:43:55,-8.3086,116.7887,10,5.1,"13km NE of Sambelia, Indonesia",1545389035
2018,12,21,09:31:56,-12.3886,166.9973,215.4,4.2,"175km NNW of Sola, Vanuatu",1545384716
2018,12,21,09:19:33,-5.821,153.1048,10,4.3,"149km S of Taron, Papua New Guinea",1545383973
2018,12,21,08:30:15,-5.3927,151.9909,10,5.7,"118km SSW of Kokopo, Papua New Guinea",1545381015
2018,12,21,07:28:33,-5.6646,152.4307,10,5,"146km S of Kokopo, Papua New Guinea",1545377313
2018,12,21,06:49:12,-5.663,152.5546,10,4.3,"142km SSW of Taron, Papua New Guinea",1545374952
2018,12,21,06:33:52,-5.4764,151.9565,10,5.9,"128km SSW of Kokopo, Papua New Guinea",1545374032
2018,12,21,06:17:20,-5.5387,152.2499,10,4.7,"131km S of Kokopo, Papua New Guinea",1545373040
2018,12,21,05:47:44,-22.3272,169.6544,10,4.8,"202km ESE of Tadine, New Caledonia",1545371264
2018,12,21,05:23:42,-5.5478,151.9887,16.1,5.3,"135km SSW of Kokopo, Papua New Guinea",1545369822
2018,12,21,05:18:15,19.2787,121.1935,27.4,4.6,"73km N of Namuac, Philippines",1545369495
2018,12,21,03:34:00,-5.5731,152.1069,10,4.4,"136km S of Kokopo, Papua New Guinea",1545363240
2018,12,21,02:22:24,0.2015,120.1393,63.5,4.5,"77km SSW of Tinabogan, Indonesia",1545358944
2018,12,21,00:50:57,-5.1001,152.6411,35,4.9,"82km SSW of Taron, Papua New Guinea",1545353457
2018,12,20,21:58:44,-16.177,167.8653,10,4.8,"48km E of Lakatoro, Vanuatu",1545343124
2018,12,20,21:12:33,5.51,95.7768,41.9,4.4,"24km NW of Sigli, Indonesia",1545340353
2018,12,20,19:27:47,-22.0689,169.0931,10,4.6,"137km ESE of Tadine, New Caledonia",1545334067
2018,12,20,19:26:08,1.8643,127.3298,115,4.9,"77km WNW of Tobelo, Indonesia",1545333968
2018,12,20,19:24:37,-22.0782,169.1436,10,4.7,"142km ESE of Tadine, New Caledonia",1545333877
2018,12,20,15:32:12,18.8294,145.4363,242.8,4.5,"25km WNW of Agrihan, Northern Mariana Islands",1545319932
2018,12,20,15:02:25,5.7429,125.8065,121,4.6,"26km SE of Caburan, Philippines",1545318145
2018,12,20,14:31:49,-10.5627,162.0958,10,4.2,"22km ESE of Kirakira, Solomon Islands",1545316309
2018,12,20,09:11:54,-22.3907,169.8587,10,4.4,"224km ESE of Tadine, New Caledonia",1545297114
2018,12,20,08:31:43,-3.6817,153.9833,453.6,4.1,"136km NE of Taron, Papua New Guinea",1545294703
2018,12,20,07:24:37,-4.8116,144.8635,108,4.8,"113km WNW of Madang, Papua New Guinea",1545290677
2018,12,20,05:52:12,-16.2246,167.7213,10,4.5,"34km ESE of Lakatoro, Vanuatu",1545285132
2018,12,20,02:25:52,-12.8527,167.163,209.7,4.2,"121km NNW of Sola, Vanuatu",1545272752
2018,12,20,02:18:35,-12.7079,169.9497,657.8,4.4,"290km ENE of Sola, Vanuatu",1545272315
2018,12,20,02:04:26,-12.7266,169.9358,645.5,4.9,"288km ENE of Sola, Vanuatu",1545271466
2018,12,20,02:03:55,-12.7385,169.906,647.4,4.5,"284km ENE of Sola, Vanuatu",1545271435
2018,12,20,01:52:15,1.7152,127.1553,88.6,4.4,"95km W of Tobelo, Indonesia",1545270735
2018,12,20,00:41:58,4.6243,96.6288,10,4.2,"64km S of Bireun, Indonesia",1545266518
2018,12,19,22:55:34,-6.3066,149.9568,35,4.3,"46km ESE of Kandrian, Papua New Guinea",1545260134
2018,12,19,22:38:00,6.6403,126.2923,77.6,4.6,"20km E of Tibanbang, Philippines",1545259080
2018,12,19,21:37:47,-6.0306,149.8654,31.7,5.8,"40km ENE of Kandrian, Papua New Guinea",1545255467
2018,12,19,18:26:14,-7.7762,128.6998,127.2,4.1,"289km W of Saumlaki, Indonesia",1545243974
2018,12,19,17:55:18,18.7904,121.099,10,4.6,"20km N of Claveria, Philippines",1545242118
2018,12,19,17:46:33,-16.1713,168.0446,10,4.3,"67km E of Lakatoro, Vanuatu",1545241593
2018,12,19,17:20:54,6.2919,123.7735,35,4.2,"34km WSW of Sangay, Philippines",1545240054
2018,12,19,15:45:02,0.941,146.3177,10,4.5,"Federated States of Micronesia region",1545234302
2018,12,19,12:49:13,-21.437,169.1504,10,4.3,"131km E of Tadine, New Caledonia",1545223753
2018,12,19,11:25:09,-0.147,124.3753,65.8,5,"73km SE of Molibagu, Indonesia",1545218709
2018,12,19,06:11:07,2.5682,95.9617,34.1,4.5,"47km WNW of Sinabang, Indonesia",1545199867
2018,12,19,04:10:37,-16.1532,167.9501,10,4.9,"57km E of Lakatoro, Vanuatu",1545192637
2018,12,18,21:38:18,2.7181,128.5498,219.8,4.4,"124km NNE of Tobelo, Indonesia",1545169098
2018,12,18,20:32:11,-21.938,169.4431,10,4.4,"166km ESE of Tadine, New Caledonia",1545165131
2018,12,18,19:29:38,-2.894,138.4495,10,4.7,"239km W of Abepura, Indonesia",1545161378
2018,12,18,17:12:09,4.5555,122.5671,625.1,4.1,"179km SSE of Tabiauan, Philippines",1545153129
2018,12,18,16:57:55,-5.4174,129.3066,245.4,4.6,"216km SSE of Saparua, Indonesia",1545152275
2018,12,18,16:32:04,1.2161,124.1353,261.7,4.3,"29km NW of Poigar, Indonesia",1545150724
2018,12,18,14:16:19,-2.7841,138.4392,10,4.5,"239km W of Abepura, Indonesia",1545142579
2018,12,18,14:15:20,-2.526,138.612,10,4.3,"219km W of Abepura, Indonesia",1545142520
2018,12,18,14:05:00,19.2272,121.2249,10,4.3,"68km N of Namuac, Philippines",1545141900
2018,12,18,14:00:26,-2.6392,138.6673,10,4.4,"213km W of Abepura, Indonesia",1545141626
2018,12,18,10:40:14,18.9015,145.4719,161.3,4.2,"25km NW of Agrihan, Northern Mariana Islands",1545129614
2018,12,18,07:53:12,-6.8642,129.4567,173.5,4.2,"237km WNW of Saumlaki, Indonesia",1545119592
2018,12,18,06:21:17,-9.0312,111.1398,68.3,4.3,"90km SSW of Sukorejo, Indonesia",1545114077
2018,12,18,05:27:45,-16.2899,167.9026,10,5,"55km ESE of Lakatoro, Vanuatu",1545110865
2018,12,18,04:05:52,13.6703,121.1024,159.5,4.2,"1km WNW of Haligue, Philippines",1545105952
2018,12,18,00:06:36,18.3521,145.6104,344.4,4,"31km NNW of Pagan, Northern Mariana Islands",1545091596
2018,12,17,23:00:14,-0.3624,126.144,56.7,4.1,"180km NNE of Dofa, Indonesia",1545087614
2018,12,17,22:24:45,2.4119,128.8136,10,4.2,"117km NE of Tobelo, Indonesia",1545085485
2018,12,17,21:29:13,-7.4285,128.9133,148.6,4.8,"271km WNW of Saumlaki, Indonesia",1545082153
2018,12,17,20:55:15,-13.7112,166.5651,35,4.4,"108km W of Sola, Vanuatu",1545080115
2018,12,17,20:39:55,6.4817,126.513,35,4.4,"39km ENE of Pondaguitan, Philippines",1545079195
2018,12,17,18:48:09,-3.5506,129.4079,35,4.8,"59km ESE of Amahai, Indonesia",1545072489
2018,12,17,18:23:31,17.2218,145.5468,181,4.4,"96km N of Anatahan, Northern Mariana Islands",1545071011
2018,12,17,17:23:16,-5.7639,151.4144,28.3,5.2,"142km E of Kimbe, Papua New Guinea",1545067396
2018,12,17,16:05:40,-6.1866,154.3731,14.5,4.6,"123km W of Panguna, Papua New Guinea",1545062740
2018,12,17,15:52:20,-21.8796,169.926,22.3,5.1,"214km E of Tadine, New Caledonia",1545061940
2018,12,17,15:26:30,-16.3035,168.1823,10,4.7,"84km ESE of Lakatoro, Vanuatu",1545060390
2018,12,17,14:54:23,-5.8288,146.0205,35,4,"53km NNE of Kainantu, Papua New Guinea",1545058463
2018,12,17,14:32:25,-16.1699,168.2728,10,4.7,"91km E of Lakatoro, Vanuatu",1545057145
2018,12,17,14:14:33,-21.0987,169.2126,10,4.3,"146km ENE of Tadine, New Caledonia",1545056073
2018,12,17,14:13:38,-16.4839,168.3623,10,4.3,"108km ESE of Lakatoro, Vanuatu",1545056018
2018,12,17,14:11:18,-16.3565,168.1154,10,4.5,"79km ESE of Lakatoro, Vanuatu",1545055878
2018,12,17,11:47:40,-5.0359,152.4643,64,4.6,"78km SSE of Kokopo, Papua New Guinea",1545047260
2018,12,17,11:14:23,-5.0278,152.3413,59.2,5.3,"75km S of Kokopo, Papua New Guinea",1545045263
2018,12,17,11:02:13,2.2452,128.983,10,4.2,"122km ENE of Tobelo, Indonesia",1545044533
2018,12,17,08:04:13,-16.3789,168.2599,10,4.9,"94km ESE of Lakatoro, Vanuatu",1545033853
2018,12,17,07:16:13,-16.4335,167.9706,10,4.8,"68km ESE of Lakatoro, Vanuatu",1545030973
2018,12,17,06:52:40,-16.5377,168.349,10,4.7,"109km ESE of Lakatoro, Vanuatu",1545029560
2018,12,17,05:42:31,-22.3637,169.32,10,4.5,"173km ESE of Tadine, New Caledonia",1545025351
2018,12,17,04:16:28,16.4732,121.04,48,4.4,"8km W of Busilak, Philippines",1545020188
2018,12,16,23:42:12,-16.6845,168.2024,35,4.5,"104km SE of Lakatoro, Vanuatu",1545003732
2018,12,16,23:23:45,-16.5423,168.5468,10,4.6,"129km ESE of Lakatoro, Vanuatu",1545002625
2018,12,16,22:40:11,-10.9356,162.033,35,4.5,"54km SSE of Kirakira, Solomon Islands",1545000011
2018,12,16,22:19:24,-8.7652,108.7501,35,4.3,"110km SSE of Sindangsari, Indonesia",1544998764
2018,12,16,22:06:50,-3.8458,120.2178,43.2,4.5,"24km NNW of Jalang, Indonesia",1544998010
2018,12,16,21:14:01,-10.9675,167.9783,35,4.8,"236km E of Lata, Solomon Islands",1544994841
2018,12,16,18:35:00,-16.2591,168.5318,10,4.4,"120km E of Lakatoro, Vanuatu",1544985300
2018,12,16,18:28:03,-16.491,168.1656,10,4.9,"90km ESE of Lakatoro, Vanuatu",1544984883
2018,12,16,17:59:14,-16.2882,168.1106,10,4.7,"76km ESE of Lakatoro, Vanuatu",1544983154
2018,12,16,17:18:02,-16.2622,167.9775,10,4.3,"62km ESE of Lakatoro, Vanuatu",1544980682
2018,12,16,17:12:20,-16.5477,168.3401,10,4.7,"109km ESE of Lakatoro, Vanuatu",1544980340
2018,12,16,16:15:39,-16.3942,168.2844,10,5,"97km ESE of Lakatoro, Vanuatu",1544976939
2018,12,16,15:52:39,2.2535,128.7693,35,4.2,"102km NE of Tobelo, Indonesia",1544975559
2018,12,16,15:03:22,-16.3619,168.1243,10,4.9,"80km ESE of Lakatoro, Vanuatu",1544972602
2018,12,16,14:46:27,-16.4281,168.3396,10,4.7,"104km ESE of Lakatoro, Vanuatu",1544971587
2018,12,16,13:01:18,-6.2282,147.7143,46.6,5.1,"44km NNW of Finschhafen, Papua New Guinea",1544965278
2018,12,16,12:21:08,-4.2515,152.8765,61.3,4.9,"29km NW of Taron, Papua New Guinea",1544962868
2018,12,16,10:31:10,-16.3911,168.4949,10,4.8,"119km ESE of Lakatoro, Vanuatu",1544956270
2018,12,16,09:48:20,-16.3371,168.1512,9,5.5,"82km ESE of Lakatoro, Vanuatu",1544953700
2018,12,16,09:42:37,-3.9226,140.2323,62,6.1,"147km SSW of Abepura, Indonesia",1544953357
2018,12,16,08:36:15,-16.5672,167.9277,10,4.4,"73km SE of Lakatoro, Vanuatu",1544949375
2018,12,16,07:44:03,-16.4252,168.1752,10,5.2,"87km ESE of Lakatoro, Vanuatu",1544946243
2018,12,16,06:51:57,-16.3082,168.2319,10,4.2,"89km ESE of Lakatoro, Vanuatu",1544943117
2018,12,16,02:43:43,-16.2907,168.1956,10,5.2,"85km ESE of Lakatoro, Vanuatu",1544928223
2018,12,16,00:41:19,13.5706,120.6307,42.7,4.5,"17km NW of Wawa, Philippines",1544920879
2018,12,15,23:58:17,12.351,144.2103,10,4.4,"112km SSW of Merizo Village, Guam",1544918297
2018,12,15,23:34:06,-6.9248,129.6815,148.9,4,"213km WNW of Saumlaki, Indonesia",1544916846
2018,12,15,22:43:11,-9.2167,158.9231,10,4.1,"115km WNW of Honiara, Solomon Islands",1544913791
2018,12,15,22:23:29,-16.3988,168.1838,10,4.7,"87km ESE of Lakatoro, Vanuatu",1544912609
2018,12,15,21:34:22,-16.4325,168.1451,10,4.9,"85km ESE of Lakatoro, Vanuatu",1544909662
2018,12,15,21:05:42,-6.7086,130.125,138.5,4.2,"190km NW of Saumlaki, Indonesia",1544907942
2018,12,15,20:43:02,-5.745,152.0402,10,4.5,"156km S of Kokopo, Papua New Guinea",1544906582
2018,12,15,20:21:54,-16.416,168.2201,11.1,5.4,"92km ESE of Lakatoro, Vanuatu",1544905314
2018,12,15,19:29:02,-16.3587,168.0348,10,4.9,"71km ESE of Lakatoro, Vanuatu",1544902142
2018,12,15,18:51:59,2.709,127.4971,95.8,4.3,"122km NNW of Tobelo, Indonesia",1544899919
2018,12,15,18:49:23,13.8955,145.5085,90.7,4.5,"43km SE of Rota, Northern Mariana Islands",1544899763
2018,12,15,16:16:16,-2.2583,127.4289,48.5,4.5,"103km SSW of Laiwui, Indonesia",1544890576
2018,12,15,16:12:14,-8.2588,119.5348,187.6,4.5,"36km N of Komodo, Indonesia",1544890334
2018,12,15,14:13:41,-1.7977,136.3845,33.2,4.5,"200km NNE of Nabire, Indonesia",1544883221
2018,12,15,11:48:59,-16.2524,167.9584,10,4.5,"59km ESE of Lakatoro, Vanuatu",1544874539
2018,12,15,09:46:49,4.0279,127.6849,151.3,4.3,"256km N of Tobelo, Indonesia",1544867209
2018,12,15,09:21:57,-21.991,169.0873,10,4.5,"133km ESE of Tadine, New Caledonia",1544865717
2018,12,15,08:29:00,-21.8676,168.879,10,5,"108km ESE of Tadine, New Caledonia",1544862540
2018,12,15,07:19:04,-16.3255,167.9858,23,4.9,"65km ESE of Lakatoro, Vanuatu",1544858344
2018,12,15,05:51:23,2.8245,126.5779,66.4,4.6,"200km NW of Tobelo, Indonesia",1544853083
2018,12,15,04:33:46,-5.685,147.3455,139,4.6,"116km NNW of Finschhafen, Papua New Guinea",1544848426
2018,12,15,03:37:07,-3.5353,101.5546,51.2,4.5,"84km WNW of Bengkulu, Indonesia",1544845027
2018,12,14,21:53:05,-21.9224,168.955,10,4.8,"118km ESE of Tadine, New Caledonia",1544824385
2018,12,14,19:27:26,-0.0399,122.9645,147.9,5.2,"54km SSW of Bilungala, Indonesia",1544815646
2018,12,14,16:04:04,-3.629,135.031,69.5,4.4,"58km WSW of Nabire, Indonesia",1544803444
2018,12,14,11:31:55,-11.0755,163.2662,10,4.6,"162km ESE of Kirakira, Solomon Islands",1544787115
2018,12,14,09:41:37,-20.4851,169.8488,123.7,4.2,"120km SSE of Isangel, Vanuatu",1544780497
2018,12,14,09:25:38,-4.6978,146.0342,10,4.1,"63km NNE of Madang, Papua New Guinea",1544779538
2018,12,14,09:06:27,-22.0546,169.1626,10,4.5,"143km ESE of Tadine, New Caledonia",1544778387
2018,12,13,19:54:10,-5.0141,145.7622,129.2,4.6,"23km N of Madang, Papua New Guinea",1544730850
2018,12,13,17:17:07,-2.9585,119.3639,10,4.5,"2km SW of Mamasa, Indonesia",1544721427
2018,12,13,12:51:11,-21.9761,168.9562,21,5.2,"120km ESE of Tadine, New Caledonia",1544705471
2018,12,13,12:27:29,-22.4908,169.492,10,4.4,"196km ESE of Tadine, New Caledonia",1544704049
2018,12,13,09:26:51,-3.1724,142.8798,55.3,4.4,"59km E of Aitape, Papua New Guinea",1544693211
2018,12,13,06:51:25,-21.9782,168.7544,10,4.3,"101km ESE of Tadine, New Caledonia",1544683885
2018,12,13,04:41:50,-3.0102,119.66,58.1,4.7,"12km WNW of Tangratte, Indonesia",1544676110
2018,12,13,04:25:52,-2.8942,119.4051,10,4.9,"6km NNE of Mamasa, Indonesia",1544675152
2018,12,13,03:12:58,-4.7809,144.6763,88.4,4.4,"104km SE of Angoram, Papua New Guinea",1544670778
